Hour,Flow (Veh/Hour),# Lane Points,% Observed
2014-07-02 02:00:00,377,48,100
2014-07-02 03:00:00,386,48,100
2014-07-02 04:00:00,622,48,100
2014-07-02 05:00:00,1670,48,100
2014-07-02 06:00:00,3118,48,100
2014-07-02 07:00:00,3916,48,100
2014-07-02 08:00:00,3810,48,100
2014-07-02 09:00:00,3605,48,100
2014-07-02 10:00:00,3735,48,100
2014-07-02 11:00:00,4177,48,100
2014-07-02 12:00:00,4615,48,100
2014-07-02 13:00:00,4796,48,100
2014-07-02 14:00:00,5470,48,100
2014-07-02 15:00:00,6621,48,100
2014-07-02 16:00:00,6606,48,100
2014-07-02 17:00:00,6515,48,100
2014-07-02 18:00:00,5236,48,83
2014-07-02 19:00:00,3936,48,92
2014-07-02 20:00:00,3194,48,75
2014-07-02 21:00:00,2783,48,100
2014-07-02 22:00:00,2175,48,100
2014-07-02 23:00:00,1389,48,100
2014-07-03 00:00:00,833,48,100
2014-07-03 01:00:00,540,48,100
2014-07-03 02:00:00,392,48,100
2014-07-03 03:00:00,385,48,100
2014-07-03 04:00:00,664,48,83
2014-07-03 05:00:00,1696,48,100
2014-07-03 06:00:00,3079,48,100
2014-07-03 07:00:00,3834,48,92
2014-07-03 08:00:00,3979,48,83
2014-07-03 09:00:00,3933,48,100
2014-07-03 10:00:00,4103,48,100
2014-07-03 11:00:00,4594,48,100
2014-07-03 12:00:00,5003,48,100
2014-07-03 13:00:00,5418,48,100
2014-07-03 14:00:00,6260,48,100
2014-07-03 15:00:00,6718,48,100
2014-07-03 16:00:00,6491,48,100
2014-07-03 17:00:00,6082,48,100
2014-07-03 18:00:00,5119,48,100
2014-07-03 19:00:00,4309,48,100
2014-07-03 20:00:00,3570,48,100
2014-07-03 21:00:00,3277,48,100
2014-07-03 22:00:00,2657,48,100
2014-07-03 23:00:00,1757,48,100
2014-07-07 00:00:00,957,48,100
2014-07-07 01:00:00,490,48,100
2014-07-07 02:00:00,341,48,92
2014-07-07 03:00:00,411,48,100
2014-07-07 04:00:00,698,48,92
2014-07-07 05:00:00,1658,48,75
2014-07-07 06:00:00,3258,48,100
2014-07-07 07:00:00,3965,48,100
2014-07-07 08:00:00,3852,48,100
2014-07-07 09:00:00,3843,48,100
2014-07-07 10:00:00,4131,48,100
2014-07-07 11:00:00,4178,48,83
2014-07-07 12:00:00,4482,48,100
2014-07-07 13:00:00,4597,48,100
2014-07-07 14:00:00,5435,48,100
2014-07-07 15:00:00,6312,48,100
2014-07-07 16:00:00,6918,48,75
2014-07-07 17:00:00,6275,48,100
2014-07-07 18:00:00,4704,48,100
2014-07-07 19:00:00,3497,48,100
2014-07-07 20:00:00,2977,48,100
2014-07-07 21:00:00,2571,48,100
2014-07-07 22:00:00,1893,48,100
2014-07-07 23:00:00,1278,48,100
2014-07-08 00:00:00,861,48,75
2014-07-08 01:00:00,531,48,92
2014-07-08 02:00:00,300,48,100
2014-07-08 03:00:00,355,48,100
2014-07-08 04:00:00,597,48,100
2014-07-08 05:00:00,1587,48,100
2014-07-08 06:00:00,3132,48,100
2014-07-08 07:00:00,3972,48,100
2014-07-08 08:00:00,4007,48,100
2014-07-08 09:00:00,3763,48,100
2014-07-08 10:00:00,3747,48,100
2014-07-08 11:00:00,3958,48,100
2014-07-08 12:00:00,4161,48,100
2014-07-08 13:00:00,4511,48,100
2014-07-08 14:00:00,5460,48,92
2014-07-08 15:00:00,6561,48,83
2014-07-08 16:00:00,6802,48,83
2014-07-08 17:00:00,6406,48,25
2014-07-08 18:00:00,4984,48,83
2014-07-08 19:00:00,3784,48,75
2014-07-08 20:00:00,3047,48,83
2014-07-08 21:00:00,2685,48,83
2014-07-08 22:00:00,2008,48,67
2014-07-08 23:00:00,1280,48,100
2014-07-09 00:00:00,713,48,100
2014-07-09 01:00:00,459,48,100
2014-07-09 02:00:00,336,48,92
2014-07-09 03:00:00,380,48,75
2014-07-09 04:00:00,640,48,92
2014-07-09 05:00:00,1665,48,67
2014-07-09 06:00:00,3081,48,83
2014-07-09 07:00:00,3941,48,100
2014-07-09 08:00:00,3897,48,100
2014-07-09 09:00:00,3724,48,100
2014-07-09 10:00:00,3575,48,100
2014-07-09 11:00:00,3975,48,100
2014-07-09 12:00:00,4498,48,100
2014-07-09 13:00:00,4442,48,100
2014-07-09 14:00:00,5610,48,58
2014-07-09 15:00:00,6438,48,100
2014-07-09 16:00:00,6467,48,100
2014-07-09 17:00:00,5924,48,100
2014-07-09 18:00:00,5255,48,100
2014-07-09 19:00:00,3865,48,100
2014-07-09 20:00:00,3878,48,42
2014-07-09 21:00:00,3140,48,83
2014-07-09 22:00:00,2068,48,100
2014-07-09 23:00:00,1329,48,100
2014-07-10 00:00:00,800,48,100
2014-07-10 01:00:00,492,48,100
2014-07-10 02:00:00,510,48,75
2014-07-10 03:00:00,414,48,92
2014-07-10 04:00:00,658,48,100
2014-07-10 05:00:00,1622,48,100
2014-07-10 06:00:00,3207,48,100
2014-07-10 07:00:00,3893,48,100
2014-07-10 08:00:00,4045,48,100
2014-07-10 09:00:00,3785,48,100
2014-07-10 10:00:00,3899,48,100
2014-07-10 11:00:00,4232,48,100
2014-07-10 12:00:00,4429,48,100
2014-07-10 13:00:00,4843,48,100
2014-07-10 14:00:00,6061,48,42
2014-07-10 15:00:00,7036,48,67
2014-07-10 16:00:00,6415,48,100
2014-07-10 17:00:00,6220,48,100
2014-07-10 18:00:00,5101,48,100
2014-07-10 19:00:00,4077,48,100
2014-07-10 20:00:00,3503,48,100
2014-07-10 21:00:00,2881,48,100
2014-07-10 22:00:00,2233,48,100
2014-07-10 23:00:00,1671,48,100
2014-07-11 00:00:00,897,48,100
2014-07-11 01:00:00,499,48,100
2014-07-11 02:00:00,433,48,100
2014-07-11 03:00:00,417,48,100
2014-07-11 04:00:00,665,48,100
2014-07-11 05:00:00,1658,48,100
2014-07-11 06:00:00,3015,48,100
2014-07-11 07:00:00,3834,48,100
2014-07-11 08:00:00,3809,48,100
2014-07-11 09:00:00,4096,48,100
2014-07-11 10:00:00,4079,48,100
2014-07-11 11:00:00,4343,48,92
2014-07-11 12:00:00,4788,48,83
2014-07-11 13:00:00,5185,48,92
2014-07-11 14:00:00,5921,48,100
2014-07-11 15:00:00,6685,48,83
2014-07-11 16:00:00,6673,48,100
2014-07-11 17:00:00,6333,48,100
2014-07-11 18:00:00,5192,48,100
2014-07-11 19:00:00,4164,48,100
2014-07-11 20:00:00,3611,48,100
2014-07-11 21:00:00,3141,48,100
2014-07-11 22:00:00,2714,48,100
2014-07-11 23:00:00,1970,48,100
2014-07-14 00:00:00,796,48,100
2014-07-14 01:00:00,484,48,100
2014-07-14 02:00:00,413,48,100
2014-07-14 03:00:00,401,48,100
2014-07-14 04:00:00,660,48,100
2014-07-14 05:00:00,1644,48,100
2014-07-14 06:00:00,3123,48,100
2014-07-14 07:00:00,3913,48,100
2014-07-14 08:00:00,3678,48,100
2014-07-14 09:00:00,3693,48,92
2014-07-14 10:00:00,3645,48,92
2014-07-14 11:00:00,4102,48,75
2014-07-14 12:00:00,4275,48,100
2014-07-14 13:00:00,4488,48,100
2014-07-14 14:00:00,5439,48,100
2014-07-14 15:00:00,6544,48,92
2014-07-14 16:00:00,6395,48,92
2014-07-14 17:00:00,6658,48,92
2014-07-14 18:00:00,4966,48,92
2014-07-14 19:00:00,3323,48,100
2014-07-14 20:00:00,2854,48,100
2014-07-14 21:00:00,2323,48,100
2014-07-14 22:00:00,1814,48,100
2014-07-14 23:00:00,1132,48,100
2014-07-15 00:00:00,664,48,100
2014-07-15 01:00:00,413,48,100
2014-07-15 02:00:00,310,48,100
2014-07-15 03:00:00,368,48,100
2014-07-15 04:00:00,631,48,100
2014-07-15 05:00:00,1589,48,83
2014-07-15 06:00:00,3210,48,100
2014-07-15 07:00:00,3915,48,100
2014-07-15 08:00:00,3898,48,100
2014-07-15 09:00:00,3710,48,100
2014-07-15 10:00:00,3683,48,92
2014-07-15 11:00:00,4066,48,100
2014-07-15 12:00:00,4234,48,83
2014-07-15 13:00:00,4724,48,100
2014-07-15 14:00:00,5471,48,92
2014-07-15 15:00:00,6766,48,100
2014-07-15 16:00:00,6760,48,100
2014-07-15 17:00:00,6531,48,83
2014-07-15 18:00:00,5036,48,100
2014-07-15 19:00:00,3722,48,100
2014-07-15 20:00:00,2982,48,100
2014-07-15 21:00:00,2585,48,100
2014-07-15 22:00:00,1966,48,100
2014-07-15 23:00:00,1293,48,83
2014-07-16 00:00:00,722,48,100
2014-07-16 01:00:00,485,48,100
2014-07-16 02:00:00,382,48,100
2014-07-16 03:00:00,371,48,100
2014-07-16 04:00:00,615,48,100
2014-07-16 05:00:00,1486,48,92
2014-07-16 06:00:00,3211,48,100
2014-07-16 07:00:00,4024,48,100
2014-07-16 08:00:00,3951,48,75
2014-07-16 09:00:00,3531,48,75
2014-07-16 10:00:00,3658,48,67
2014-07-16 11:00:00,4018,48,92
2014-07-16 12:00:00,4345,48,83
2014-07-16 13:00:00,4552,48,92
2014-07-16 14:00:00,5510,48,92
2014-07-16 15:00:00,6167,48,67
2014-07-16 16:00:00,6586,48,92
2014-07-16 17:00:00,6402,48,100
2014-07-16 18:00:00,5168,48,100
2014-07-16 19:00:00,3833,48,100
2014-07-16 20:00:00,3350,48,100
2014-07-16 21:00:00,2936,48,100
2014-07-16 22:00:00,2223,48,100
2014-07-16 23:00:00,1339,48,100
2014-07-17 00:00:00,782,48,92
2014-07-17 01:00:00,466,48,100
2014-07-17 02:00:00,385,48,92
2014-07-17 03:00:00,395,48,83
2014-07-17 04:00:00,605,48,100
2014-07-17 05:00:00,1616,48,100
2014-07-17 06:00:00,3205,48,83
2014-07-17 07:00:00,3991,48,92
2014-07-17 08:00:00,4054,48,67
2014-07-17 09:00:00,3836,48,83
2014-07-17 10:00:00,3672,48,75
2014-07-17 11:00:00,4294,48,100
2014-07-17 12:00:00,4406,48,100
2014-07-17 13:00:00,4650,48,100
2014-07-17 14:00:00,5620,48,75
2014-07-17 15:00:00,6423,48,83
2014-07-17 16:00:00,6502,48,67
2014-07-17 17:00:00,6421,48,100
2014-07-17 18:00:00,5099,48,75
2014-07-17 19:00:00,4029,48,83
2014-07-17 20:00:00,3485,48,83
2014-07-17 21:00:00,3007,48,75
2014-07-17 22:00:00,2254,48,92
2014-07-17 23:00:00,1375,48,100
2014-07-18 00:00:00,820,48,100
2014-07-18 01:00:00,493,48,100
2014-07-18 02:00:00,415,48,75
2014-07-18 03:00:00,421,48,75
2014-07-18 04:00:00,618,48,67
2014-07-18 05:00:00,1577,48,75
2014-07-18 06:00:00,3146,48,92
2014-07-18 07:00:00,3845,48,100
2014-07-18 08:00:00,3786,48,100
2014-07-18 09:00:00,3874,48,100
2014-07-18 10:00:00,4077,48,100
2014-07-18 11:00:00,4589,48,83
2014-07-18 12:00:00,4969,48,100
2014-07-18 13:00:00,5220,48,92
2014-07-18 14:00:00,6012,48,100
2014-07-18 15:00:00,6199,48,100
2014-07-18 16:00:00,5965,48,83
2014-07-18 17:00:00,6326,48,92
2014-07-18 18:00:00,5574,48,83
2014-07-18 19:00:00,4379,48,75
2014-07-18 20:00:00,3667,48,75
2014-07-18 21:00:00,3211,48,75
2014-07-18 22:00:00,2865,48,75
2014-07-18 23:00:00,2101,48,100
2014-07-21 00:00:00,786,48,100
2014-07-21 01:00:00,529,48,100
2014-07-21 02:00:00,337,48,100
2014-07-21 03:00:00,379,48,100
2014-07-21 04:00:00,673,48,92
2014-07-21 05:00:00,1623,48,100
2014-07-21 06:00:00,3134,48,100
2014-07-21 07:00:00,3883,48,92
2014-07-21 08:00:00,3779,48,83
2014-07-21 09:00:00,3650,48,92
2014-07-21 10:00:00,3799,48,100
2014-07-21 11:00:00,4202,48,100
2014-07-21 12:00:00,4366,48,100
2014-07-21 13:00:00,4582,48,92
2014-07-21 14:00:00,5467,48,100
2014-07-21 15:00:00,6666,48,58
2014-07-21 16:00:00,6483,48,92
2014-07-21 17:00:00,6269,48,92
2014-07-21 18:00:00,4603,48,83
2014-07-21 19:00:00,3549,48,83
2014-07-21 20:00:00,3093,48,100
2014-07-21 21:00:00,2465,48,83
2014-07-21 22:00:00,2025,48,83
2014-07-21 23:00:00,1294,48,92
2014-07-22 00:00:00,743,48,100
2014-07-22 01:00:00,455,48,100
2014-07-22 02:00:00,324,48,100
2014-07-22 03:00:00,350,48,83
2014-07-22 04:00:00,597,48,100
2014-07-22 05:00:00,1513,48,83
2014-07-22 06:00:00,3254,48,75
2014-07-22 07:00:00,3848,48,92
2014-07-22 08:00:00,3866,48,83
2014-07-22 09:00:00,3749,48,100
2014-07-22 10:00:00,3696,48,83
2014-07-22 11:00:00,3967,48,100
2014-07-22 12:00:00,4218,48,83
2014-07-22 13:00:00,4540,48,83
2014-07-22 14:00:00,5426,48,92
2014-07-22 15:00:00,6496,48,83
2014-07-22 16:00:00,6629,48,92
2014-07-22 17:00:00,6448,48,83
2014-07-22 18:00:00,4949,48,100
2014-07-22 19:00:00,3744,48,100
2014-07-22 20:00:00,3096,48,100
2014-07-22 21:00:00,2794,48,83
2014-07-22 22:00:00,2142,48,75
2014-07-22 23:00:00,1357,48,75
2014-07-23 00:00:00,765,48,83
2014-07-23 01:00:00,472,48,100
2014-07-23 02:00:00,349,48,92
2014-07-23 03:00:00,383,48,92
2014-07-23 04:00:00,596,48,100
2014-07-23 05:00:00,1624,48,92
2014-07-23 06:00:00,3134,48,100
2014-07-23 07:00:00,3990,48,42
2014-07-23 08:00:00,3930,48,100
2014-07-23 09:00:00,3683,48,83
2014-07-23 10:00:00,3672,48,83
2014-07-23 11:00:00,3902,48,92
2014-07-23 12:00:00,4345,48,100
2014-07-23 13:00:00,4398,48,92
2014-07-23 14:00:00,5409,48,83
2014-07-23 15:00:00,6469,48,92
2014-07-23 16:00:00,6554,48,100
2014-07-23 17:00:00,6289,48,92
2014-07-23 18:00:00,5107,48,83
2014-07-23 19:00:00,3935,48,100
2014-07-23 20:00:00,3541,48,100
2014-07-23 21:00:00,3005,48,100
2014-07-23 22:00:00,2143,48,100
2014-07-23 23:00:00,1467,48,100
2014-07-24 00:00:00,835,48,83
2014-07-24 01:00:00,494,48,83
2014-07-24 02:00:00,402,48,100
2014-07-24 03:00:00,368,48,100
2014-07-24 04:00:00,631,48,92
2014-07-24 05:00:00,1548,48,75
2014-07-24 06:00:00,3062,48,83
2014-07-24 07:00:00,3784,48,58
2014-07-24 08:00:00,3918,48,100
2014-07-24 09:00:00,3726,48,100
2014-07-24 10:00:00,3748,48,83
2014-07-24 11:00:00,4054,48,83
2014-07-24 12:00:00,4504,48,42
2014-07-24 13:00:00,4752,48,75
2014-07-24 14:00:00,5535,48,92
2014-07-24 15:00:00,6562,48,83
2014-07-24 16:00:00,6534,48,100
2014-07-24 17:00:00,6387,48,100
2014-07-24 18:00:00,5145,48,100
2014-07-24 19:00:00,3996,48,100
2014-07-24 20:00:00,3614,48,100
2014-07-24 21:00:00,2979,48,100
2014-07-24 22:00:00,2158,48,100
2014-07-24 23:00:00,1631,48,100
2014-07-25 00:00:00,935,48,100
2014-07-25 01:00:00,612,48,100
2014-07-25 02:00:00,426,48,100
2014-07-25 03:00:00,430,48,100
2014-07-25 04:00:00,656,48,100
2014-07-25 05:00:00,1606,48,92
2014-07-25 06:00:00,2942,48,100
2014-07-25 07:00:00,3608,48,100
2014-07-25 08:00:00,4107,48,83
2014-07-25 09:00:00,4006,48,58
2014-07-25 10:00:00,4210,48,75
2014-07-25 11:00:00,5172,48,25
2014-07-25 12:00:00,5217,48,17
2014-07-25 13:00:00,5287,48,83
2014-07-25 14:00:00,4708,48,92
2014-07-25 15:00:00,6965,48,100
2014-07-25 16:00:00,6734,48,92
2014-07-25 17:00:00,6378,48,83
2014-07-25 18:00:00,5054,48,92
2014-07-25 19:00:00,4085,48,83
2014-07-25 20:00:00,3604,48,83
2014-07-25 21:00:00,3288,48,100
2014-07-25 22:00:00,2658,48,100
2014-07-25 23:00:00,1992,48,100
2014-07-28 00:00:00,1031,48,100
2014-07-28 01:00:00,537,48,100
2014-07-28 02:00:00,346,48,100
2014-07-28 03:00:00,357,48,100
2014-07-28 04:00:00,693,48,100
2014-07-28 05:00:00,1647,48,92
2014-07-28 06:00:00,3161,48,100
2014-07-28 07:00:00,3873,48,100
2014-07-28 08:00:00,3763,48,100
2014-07-28 09:00:00,3614,48,100
2014-07-28 10:00:00,3847,48,100
2014-07-28 11:00:00,4066,48,100
2014-07-28 12:00:00,4247,48,100
2014-07-28 13:00:00,4484,48,100
2014-07-28 14:00:00,5440,48,92
2014-07-28 15:00:00,6618,48,100
2014-07-28 16:00:00,6537,48,100
2014-07-28 17:00:00,6326,48,100
2014-07-28 18:00:00,4686,48,100
2014-07-28 19:00:00,3599,48,100
2014-07-28 20:00:00,3042,48,100
2014-07-28 21:00:00,2555,48,100
2014-07-28 22:00:00,1857,48,100
2014-07-28 23:00:00,1236,48,100
2014-07-29 00:00:00,748,48,100
2014-07-29 01:00:00,436,48,100
2014-07-29 02:00:00,317,48,100
2014-07-29 03:00:00,394,48,100
2014-07-29 04:00:00,645,48,83
2014-07-29 05:00:00,1646,48,100
2014-07-29 06:00:00,3037,48,100
2014-07-29 07:00:00,3867,48,100
2014-07-29 08:00:00,3749,48,92
2014-07-29 09:00:00,3695,48,100
2014-07-29 10:00:00,3702,48,100
2014-07-29 11:00:00,4026,48,100
2014-07-29 12:00:00,4285,48,100
2014-07-29 13:00:00,4554,48,92
2014-07-29 14:00:00,5353,48,100
2014-07-29 15:00:00,6493,48,83
2014-07-29 16:00:00,6197,48,92
2014-07-29 17:00:00,6199,48,100
2014-07-29 18:00:00,4689,48,100
2014-07-29 19:00:00,3779,48,100
2014-07-29 20:00:00,3146,48,100
2014-07-29 21:00:00,2730,48,100
2014-07-29 22:00:00,2112,48,100
2014-07-29 23:00:00,1391,48,100
2014-07-30 00:00:00,788,48,100
2014-07-30 01:00:00,460,48,100
2014-07-30 02:00:00,363,48,100
2014-07-30 03:00:00,356,48,100
2014-07-30 04:00:00,691,48,100
2014-07-30 05:00:00,1598,48,100
2014-07-30 06:00:00,3026,48,100
2014-07-30 07:00:00,4055,48,100
2014-07-30 08:00:00,3725,48,100
2014-07-30 09:00:00,3619,48,100
2014-07-30 10:00:00,3679,48,100
2014-07-30 11:00:00,4055,48,100
2014-07-30 12:00:00,4285,48,92
2014-07-30 13:00:00,4613,48,100
2014-07-30 14:00:00,5466,48,100
2014-07-30 15:00:00,6558,48,100
2014-07-30 16:00:00,6464,48,100
2014-07-30 17:00:00,6080,48,100
2014-07-30 18:00:00,5029,48,100
2014-07-30 19:00:00,3914,48,100
2014-07-30 20:00:00,3375,48,100
2014-07-30 21:00:00,2941,48,100
2014-07-30 22:00:00,2361,48,92
2014-07-30 23:00:00,1694,48,92
2014-07-31 00:00:00,1065,48,100
2014-07-31 01:00:00,498,48,100
2014-07-31 02:00:00,384,48,100
2014-07-31 03:00:00,430,48,100
2014-07-31 04:00:00,652,48,100
2014-07-31 05:00:00,1631,48,100
2014-07-31 06:00:00,3042,48,100
2014-07-31 07:00:00,3855,48,100
2014-07-31 08:00:00,3875,48,92
2014-07-31 09:00:00,3914,48,92
2014-07-31 10:00:00,3864,48,100
2014-07-31 11:00:00,4306,48,83
2014-07-31 12:00:00,4419,48,100
2014-07-31 13:00:00,4598,48,100
2014-07-31 14:00:00,5650,48,100
2014-07-31 15:00:00,6677,48,92
2014-07-31 16:00:00,6618,48,100
2014-07-31 17:00:00,6386,48,100
2014-07-31 18:00:00,5194,48,100
2014-07-31 19:00:00,4033,48,100
2014-07-31 20:00:00,3637,48,100
2014-07-31 21:00:00,3074,48,100
2014-07-31 22:00:00,2103,48,100
2014-07-31 23:00:00,1500,48,100
2014-08-01 00:00:00,895,48,100
2014-08-01 01:00:00,563,48,58
2014-08-01 02:00:00,479,48,67
2014-08-01 03:00:00,409,48,92
2014-08-01 04:00:00,691,48,100
2014-08-01 05:00:00,1608,48,83
2014-08-01 06:00:00,2919,48,92
2014-08-01 07:00:00,3851,48,92
2014-08-01 08:00:00,3690,48,75
2014-08-01 09:00:00,3988,48,100
2014-08-01 10:00:00,4165,48,92
2014-08-01 11:00:00,4485,48,100
2014-08-01 12:00:00,5014,48,83
2014-08-01 13:00:00,5220,48,83
2014-08-01 14:00:00,6025,48,75
2014-08-01 15:00:00,6725,48,92
2014-08-01 16:00:00,6573,48,92
2014-08-01 17:00:00,6423,48,100
2014-08-01 18:00:00,5097,48,92
2014-08-01 19:00:00,4296,48,83
2014-08-01 20:00:00,3823,48,67
2014-08-01 21:00:00,3294,48,83
2014-08-01 22:00:00,2786,48,92
2014-08-01 23:00:00,2180,48,67
2014-08-04 00:00:00,805,48,100
2014-08-04 01:00:00,495,48,100
2014-08-04 02:00:00,416,48,100
2014-08-04 03:00:00,409,48,100
2014-08-04 04:00:00,687,48,100
2014-08-04 05:00:00,1596,48,100
2014-08-04 06:00:00,3107,48,100
2014-08-04 07:00:00,3983,48,100
2014-08-04 08:00:00,3705,48,100
2014-08-04 09:00:00,3713,48,100
2014-08-04 10:00:00,3836,48,92
2014-08-04 11:00:00,4126,48,100
2014-08-04 12:00:00,4427,48,100
2014-08-04 13:00:00,4600,48,100
2014-08-04 14:00:00,5390,48,100
2014-08-04 15:00:00,6442,48,100
2014-08-04 16:00:00,6521,48,100
2014-08-04 17:00:00,6255,48,100
2014-08-04 18:00:00,4726,48,83
2014-08-04 19:00:00,3574,48,100
2014-08-04 20:00:00,3180,48,100
2014-08-04 21:00:00,2601,48,100
2014-08-04 22:00:00,1912,48,100
2014-08-04 23:00:00,1255,48,100
2014-08-05 00:00:00,753,48,100
2014-08-05 01:00:00,464,48,100
2014-08-05 02:00:00,336,48,100
2014-08-05 03:00:00,377,48,100
2014-08-05 04:00:00,637,48,100
2014-08-05 05:00:00,1634,48,100
2014-08-05 06:00:00,3186,48,100
2014-08-05 07:00:00,3839,48,100
2014-08-05 08:00:00,3668,48,100
2014-08-05 09:00:00,3705,48,100
2014-08-05 10:00:00,3722,48,100
2014-08-05 11:00:00,4078,48,100
2014-08-05 12:00:00,4317,48,100
2014-08-05 13:00:00,4594,48,100
2014-08-05 14:00:00,5497,48,100
2014-08-05 15:00:00,6396,48,100
2014-08-05 16:00:00,6665,48,100
2014-08-05 17:00:00,6368,48,100
2014-08-05 18:00:00,5116,48,100
2014-08-05 19:00:00,3902,48,100
2014-08-05 20:00:00,3327,48,100
2014-08-05 21:00:00,2771,48,100
2014-08-05 22:00:00,2102,48,100
2014-08-05 23:00:00,1329,48,100
2014-08-06 00:00:00,852,48,100
2014-08-06 01:00:00,456,48,100
2014-08-06 02:00:00,336,48,100
2014-08-06 03:00:00,380,48,100
2014-08-06 04:00:00,626,48,100
2014-08-06 05:00:00,1580,48,92
2014-08-06 06:00:00,3055,48,100
2014-08-06 07:00:00,3844,48,100
2014-08-06 08:00:00,3740,48,100
2014-08-06 09:00:00,3668,48,100
2014-08-06 10:00:00,3704,48,83
2014-08-06 11:00:00,4054,48,100
2014-08-06 12:00:00,4370,48,100
2014-08-06 13:00:00,4503,48,92
2014-08-06 14:00:00,5452,48,100
2014-08-06 15:00:00,5943,48,100
2014-08-06 16:00:00,6435,48,100
2014-08-06 17:00:00,6528,48,100
2014-08-06 18:00:00,5148,48,100
2014-08-06 19:00:00,3904,48,100
2014-08-06 20:00:00,3526,48,100
2014-08-06 21:00:00,2892,48,100
2014-08-06 22:00:00,2030,48,100
2014-08-06 23:00:00,1349,48,100
2014-08-07 00:00:00,828,48,100
2014-08-07 01:00:00,456,48,100
2014-08-07 02:00:00,398,48,100
2014-08-07 03:00:00,424,48,100
2014-08-07 04:00:00,641,48,100
2014-08-07 05:00:00,1557,48,100
2014-08-07 06:00:00,3068,48,100
2014-08-07 07:00:00,3938,48,100
2014-08-07 08:00:00,3772,48,100
2014-08-07 09:00:00,3793,48,100
2014-08-07 10:00:00,3704,48,100
2014-08-07 11:00:00,4023,48,100
2014-08-07 12:00:00,4326,48,100
2014-08-07 13:00:00,4653,48,100
2014-08-07 14:00:00,5522,48,100
2014-08-07 15:00:00,6579,48,100
2014-08-07 16:00:00,6390,48,100
2014-08-07 17:00:00,5905,48,100
2014-08-07 18:00:00,4897,48,100
2014-08-07 19:00:00,3787,48,100
2014-08-07 20:00:00,3350,48,100
2014-08-07 21:00:00,3015,48,100
2014-08-07 22:00:00,2556,48,100
2014-08-07 23:00:00,1764,48,100
2014-08-08 00:00:00,922,48,100
2014-08-08 01:00:00,514,48,100
2014-08-08 02:00:00,451,48,100
2014-08-08 03:00:00,430,48,100
2014-08-08 04:00:00,679,48,100
2014-08-08 05:00:00,1567,48,100
2014-08-08 06:00:00,3080,48,100
2014-08-08 07:00:00,3906,48,100
2014-08-08 08:00:00,3778,48,100
2014-08-08 09:00:00,3917,48,100
2014-08-08 10:00:00,4063,48,100
2014-08-08 11:00:00,4448,48,100
2014-08-08 12:00:00,4896,48,92
2014-08-08 13:00:00,5208,48,100
2014-08-08 14:00:00,6162,48,100
2014-08-08 15:00:00,6921,48,100
2014-08-08 16:00:00,6741,48,100
2014-08-08 17:00:00,6399,48,100
2014-08-08 18:00:00,5018,48,100
2014-08-08 19:00:00,4342,48,100
2014-08-08 20:00:00,3824,48,100
2014-08-08 21:00:00,3221,48,100
2014-08-08 22:00:00,2632,48,100
2014-08-08 23:00:00,1919,48,100
2014-08-11 00:00:00,752,48,100
2014-08-11 01:00:00,497,48,100
2014-08-11 02:00:00,377,48,100
2014-08-11 03:00:00,407,48,100
2014-08-11 04:00:00,711,48,100
2014-08-11 05:00:00,1601,48,100
2014-08-11 06:00:00,3114,48,100
2014-08-11 07:00:00,3853,48,100
2014-08-11 08:00:00,3636,48,100
2014-08-11 09:00:00,3627,48,100
2014-08-11 10:00:00,3697,48,100
2014-08-11 11:00:00,3908,48,100
2014-08-11 12:00:00,4245,48,100
2014-08-11 13:00:00,4394,48,100
2014-08-11 14:00:00,5365,48,100
2014-08-11 15:00:00,6436,48,100
2014-08-11 16:00:00,6628,48,100
2014-08-11 17:00:00,6312,48,100
2014-08-11 18:00:00,4546,48,100
2014-08-11 19:00:00,3492,48,100
2014-08-11 20:00:00,2932,48,100
2014-08-11 21:00:00,2387,48,100
2014-08-11 22:00:00,1908,48,100
2014-08-11 23:00:00,1308,48,100
2014-08-12 00:00:00,757,48,100
2014-08-12 01:00:00,432,48,100
2014-08-12 02:00:00,345,48,100
2014-08-12 03:00:00,356,48,100
2014-08-12 04:00:00,618,48,100
2014-08-12 05:00:00,1623,48,100
2014-08-12 06:00:00,3166,48,100
2014-08-12 07:00:00,3845,48,100
2014-08-12 08:00:00,3778,48,100
2014-08-12 09:00:00,3684,48,92
2014-08-12 10:00:00,3675,48,92
2014-08-12 11:00:00,4040,48,100
2014-08-12 12:00:00,4176,48,92
2014-08-12 13:00:00,4472,48,100
2014-08-12 14:00:00,5479,48,100
2014-08-12 15:00:00,6445,48,100
2014-08-12 16:00:00,6315,48,100
2014-08-12 17:00:00,6255,48,100
2014-08-12 18:00:00,5160,48,100
2014-08-12 19:00:00,3806,48,100
2014-08-12 20:00:00,3227,48,100
2014-08-12 21:00:00,2691,48,100
2014-08-12 22:00:00,2148,48,100
2014-08-12 23:00:00,1311,48,100
2014-08-13 00:00:00,781,48,100
2014-08-13 01:00:00,451,48,100
2014-08-13 02:00:00,401,48,100
2014-08-13 03:00:00,371,48,100
2014-08-13 04:00:00,662,48,100
2014-08-13 05:00:00,1562,48,100
2014-08-13 06:00:00,3061,48,100
2014-08-13 07:00:00,3908,48,100
2014-08-13 08:00:00,3825,48,100
2014-08-13 09:00:00,3519,48,100
2014-08-13 10:00:00,3762,48,100
